ACC,AUC,Precision,Recall,AUPR,F1,LOSS
0.8016806722689076,0.9289026342830049,0.94747150997151,0.6387755102040816,0.785833842083842,0.7630861895884125,0.46385283196626015
0.8019807923169268,0.9370022078459235,0.9596199524940617,0.6304921968787515,0.7897867935772884,0.7609939868144606,0.4496118395878933
0.8084033613445378,0.9420155889486648,0.9615522817103844,0.6424969987995198,0.7965459557879926,0.770293609671848,0.43869163196954297
0.8175270108043218,0.9462442912339005,0.9628981449072453,0.6605042016806723,0.8057461696614243,0.7835374537168899,0.4235487309856173
0.827250900360144,0.9497655532801355,0.9614082599864591,0.6818727490996399,0.8146217186942483,0.7978648686613289,0.4030996159231472
0.8303721488595438,0.9539022956121224,0.9659668134100914,0.6848739495798319,0.8191285318732979,0.801489182354594,0.3950071907869391
0.8426770708283313,0.9571106041456199,0.9664977937571498,0.7099639855942377,0.8311966329267448,0.8186033635545712,0.3802843067674989
0.8538415366146459,0.9593775301236942,0.9622079347655638,0.7366146458583434,0.840469134180252,0.8344325831236827,0.3639028599551509
0.8585234093637455,0.9618760709565941,0.9664219896923317,0.7428571428571429,0.8464849066285893,0.8400190049548634,0.35344519782937883
0.8675270108043217,0.9638442243644156,0.962671905697446,0.7647058823529411,0.8538079278862822,0.8523449521643139,0.3349069611678872
0.8660264105642257,0.9658109942656534,0.9683563748079878,0.7567827130852341,0.8544440080179538,0.8495956873315363,0.33666398601040765
0.8717887154861945,0.9675057682136481,0.9689582071471835,0.768187274909964,0.8602477271950573,0.8569706709521897,0.32634322118646625
0.8783313325330132,0.96948106973882,0.9689034369885434,0.7817527010804322,0.866566528411692,0.86532456315195,0.3135283165903134
0.8834333733493397,0.9711239838072083,0.9692918013517484,0.7919567827130852,0.8716588251521589,0.8716966173361522,0.3070634234192323
0.8917767106842737,0.9722898763346877,0.967483168600487,0.8108043217286914,0.8790373734366974,0.8822415257004768,0.29402890658113123
0.8964585834333734,0.9736957351968399,0.967445152158528,0.8205282112845138,0.8835519345742544,0.8879506333225073,0.280326303688714
0.9040816326530612,0.9751844459272304,0.9667221297836939,0.8369747899159664,0.8906346565248395,0.8971818298803242,0.2711600956623652
0.9030012004801921,0.9765119421117787,0.9700364043685242,0.8316926770708283,0.8909258354700043,0.8955532574974147,0.2633786519366347
0.9078631452581032,0.9776224655528477,0.9707634751281696,0.8410564225690276,0.8959386442674617,0.9012671254904483,0.2589486129501709
0.9163865546218487,0.978866245177543,0.9653830672212532,0.8637454981992797,0.9019725292505303,0.9117404802635747,0.24353875491031196
0.9169867947178871,0.9799119023359644,0.9694553318015948,0.8611044417767106,0.9042500714301128,0.9120732405111578,0.2448253111609625
0.921188475390156,0.9809161047372128,0.9676129548180727,0.8715486194477791,0.907547425207588,0.917071938356597,0.2312561510315169
0.924249699879952,0.9818363599941777,0.9672131147540983,0.8782713085234094,0.9103398736543797,0.9205989681640872,0.22213959290966334
0.9288715486194478,0.9829060267564409,0.965108709803411,0.8899159663865546,0.9139076669595061,0.9259883829866966,0.21386769371350253
0.9229291716686675,0.983611110710791,0.9730128893662728,0.8699879951980792,0.9115155353226145,0.9186208644948664,0.2188901202462008
0.9303721488595438,0.9844784684582116,0.969363707776905,0.8888355342136854,0.9171871419424014,0.9273547094188376,0.2082129317751903
0.9327130852340937,0.9852574186937681,0.9707457228679639,0.8923169267707083,0.9200543767199971,0.9298805279289423,0.20241785578749458
0.9348139255702281,0.9860441151250416,0.9725991649269311,0.8948379351740696,0.9228996609082046,0.9320995373264975,0.19663849920207005
0.9391956782713086,0.9868668115505506,0.9726133574473582,0.9038415366146458,0.9271675832198272,0.9369672080144359,0.19008915577572827
0.9417166866746699,0.9876964327147426,0.9726396917148362,0.9090036014405762,0.9296311819525498,0.9397455786534286,0.18199465676372376
0.9445378151260504,0.9882809858637331,0.9731663685152058,0.9142857142857143,0.9326092512139024,0.9428076256499134,0.17657571953982265
0.9456782713085234,0.9889252243514451,0.9757785467128027,0.9140456182472989,0.9348832958789052,0.9439037996652824,0.17658349562585599
0.947358943577431,0.9895819936618104,0.9763517832033747,0.9169267707082833,0.9367797022938026,0.9457066798737077,0.1727491682011434
0.9506002400960384,0.9901437982155646,0.9748260594560405,0.9250900360144058,0.9392568564427668,0.9493070526639975,0.16052937842471585
0.9500600240096039,0.9906839422443647,0.9766081871345029,0.9222088835534213,0.9395323041497301,0.9486292911830082,0.1586477050885736
0.9513805522208884,0.9912608068437458,0.978858889454916,0.9226890756302522,0.9418378660684855,0.949944382647386,0.15574011969985077
0.951920768307323,0.9917902142849938,0.979859783301466,0.9228091236494598,0.9428189861030455,0.9504791344667698,0.14946247577461239
0.9531212484993997,0.9922235400762948,0.9810118516630559,0.9241296518607443,0.9445173150182719,0.9517215800210175,0.14715576452757362
0.9569627851140456,0.9927636841050945,0.9804367032689638,0.9325330132052821,0.9480230865538188,0.9558850673721775,0.1394815201100422
0.9586434573829532,0.9932309634538088,0.9813531561043215,0.9350540216086435,0.950091204429359,0.9576443105674064,0.136965767648201
0.9613445378151261,0.9936940202251369,0.9801349325337332,0.9417767106842737,0.952179897446235,0.9605730378351904,0.13009611365095644
0.9618847539015606,0.9940936951010896,0.9831721712922266,0.9398559423769508,0.9541122363801731,0.9610262075738046,0.12689443947641135
0.9606842737094838,0.9944926638122236,0.9849614558321749,0.9356542617046819,0.9537562529118813,0.9596749368958936,0.1278169327713063
0.9648859543817527,0.9948942842443099,0.9832771745912892,0.945858343337335,0.9571117477316649,0.9642048583491404,0.11754899255026188
0.9669267707082834,0.9952116332727569,0.9834679925419515,0.9498199279711885,0.9592075338525715,0.966351145038168,0.11101089189807903
0.9638655462184874,0.995363494737631,0.9855491329479769,0.9415366146458584,0.95716228688007,0.9630402750491159,0.11656905633678585
0.9668067226890756,0.995496138431363,0.9837044408508521,0.9493397358943577,0.9591998461282758,0.9662166289938298,0.10917254126677402
0.9669867947178872,0.9956947869183688,0.9846748068776476,0.9487394957983193,0.9598301319032472,0.9663731963805331,0.10831447696649511
0.9675270108043217,0.9958455603129607,0.9851750342593746,0.9493397358943577,0.9605959388863305,0.9669254753316622,0.10775452340344562
0.9698679471788716,0.9960412256138951,0.9852467146045127,0.9540216086434574,0.9629358512559499,0.9693827762868993,0.10284026097365832
0.9689075630252101,0.9961686523348835,0.986183719193428,0.951140456182473,0.9624290044621284,0.9683451478856026,0.10384130213352502
0.9710684273709483,0.9962917844208511,0.9852832055404402,0.956422569027611,0.9641358101489421,0.9706384015594541,0.1005921849295805
0.9717286914765907,0.9964185914461824,0.9862640762281896,0.9567827130852341,0.9652490621294922,0.9712997379806226,0.0988615954343016
0.9714285714285714,0.9965344673283479,0.98709997519226,0.9553421368547419,0.9653471311620654,0.9709614446071254,0.09793658494854447
0.9732292917166867,0.9966362487371898,0.9870274277242401,0.9590636254501801,0.9670902905268853,0.9728446176327327,0.09379411255712995
0.974609843937575,0.9967489324661437,0.9868242827238025,0.9620648259303721,0.9683565188173533,0.9742872773691569,0.09182774712399235
0.9759903961584634,0.9968650749615572,0.9859068627450981,0.9657863145258103,0.969282198173387,0.9757428744693755,0.08697703483099138
0.9752100840336134,0.9969685641363388,0.9880409320675626,0.9620648259303721,0.9695270143564761,0.9748798734870141,0.09216768394089762
0.9769507803121249,0.9970979652365147,0.9867679490321,0.9668667466986794,0.9706397432778551,0.976715983507155,0.08777127638424267
0.9773109243697479,0.9972113407187606,0.9882121807465619,0.9661464585834334,0.9716844694655858,0.9770547529440331,0.08426323512737893
0.9770108043217287,0.9973317778491949,0.9895281507946285,0.9642256902761105,0.9720156191095386,0.9767130783729554,0.0850693097060738
0.9775510204081632,0.9974151773554558,0.9901429275505175,0.9647058823529412,0.9728437654016757,0.9772589079411407,0.08439444213412983
0.97953181272509,0.9975155248173698,0.9893421536199927,0.9695078031212485,0.9744210363307396,0.9793245619353665,0.07976323981091714
0.9786914765906363,0.997598405508662,0.990407083999508,0.9667466986794718,0.974099429465551,0.9784338740052246,0.08040677921808496
0.9798319327731092,0.9976845143819832,0.9912733529990168,0.968187274909964,0.9756446088759988,0.9795943155593344,0.07826846804092348
0.9799519807923169,0.9977614431126592,0.9907930272526393,0.9689075630252101,0.9755330759851202,0.9797280893420732,0.07673142692030856
0.9820528211284514,0.9978587209193402,0.9903529124435217,0.9735894357743097,0.9774024153561778,0.9818996307282524,0.07517895299738238
0.9811524609843938,0.9979464150606222,0.9921414538310412,0.9699879951980792,0.9773713021554398,0.9809396624984824,0.0747318351726268
0.9819927971188476,0.998017896234124,0.9923963698798136,0.9714285714285714,0.9783279021689617,0.981800533851007,0.07183004245455495
0.9817527010804322,0.9980887577119681,0.992513500245459,0.970828331332533,0.978146059602044,0.9815511591212526,0.0717168944701734
0.9837334933973589,0.9981537536983581,0.9914623734601781,0.9758703481392557,0.9796035574859289,0.9836045737794179,0.06702074305164027
0.9827130852340936,0.9982367785049194,0.9927696078431373,0.9725090036014405,0.979222880328602,0.9825348696179503,0.06941679548428144
0.9841536614645858,0.9982673165304538,0.9926704129000733,0.9755102040816327,0.9806050150331327,0.9840155001210947,0.06685424399949859
0.984093637454982,0.9983060835378569,0.9929104021513262,0.9751500600240096,0.9806616082443245,0.9839500938768094,0.06654079163290218
0.9846338535414165,0.9983902612665714,0.9929181929181929,0.9762304921968787,0.9812017700853235,0.984503631961259,0.0644401963228527
0.9852941176470589,0.9984323717482192,0.9930479326747165,0.9774309723889556,0.9819203202686124,0.9851775667009499,0.06296637650424226
0.9852941176470589,0.9984661523673094,0.9932885906040269,0.9771908763505402,0.9820371101460719,0.9851739788199698,0.06303838035753494
0.9856542617046818,0.9985083493181186,0.9932935007925863,0.9779111644657863,0.9823972217834823,0.9855423144395379,0.06148854285481527
0.9864345738295318,0.9985368985529386,0.9930640058408372,0.9797118847539016,0.9830606664666353,0.9863427604544356,0.05983134188309439
0.987094837935174,0.998574282053758,0.9931931445241279,0.9809123649459784,0.9837792537703061,0.9870145557770128,0.058920023597376914
0.986734693877551,0.9985896015068694,0.993188176620849,0.9801920768307323,0.9834191431103521,0.9866473324874631,0.059515870694296896
0.9859543817527011,0.9986146919752295,0.9940200146448621,0.9777911164465787,0.9830483816665548,0.985838779956427,0.059900932286586224
0.9860744297719087,0.9986368569036257,0.9936600829066081,0.978391356542617,0.9829927581859371,0.9859666102105009,0.059562424475498754
0.986734693877551,0.9986552604234973,0.9940294870232728,0.9793517406962785,0.9838286380715318,0.9866360283001753,0.05839320557283647
